"Artist","Title","Year","Sales","Streams","Downloads","Radio Plays","Rating"
"Keith Sweat","Twisted","1996","6.303","3.605","2.126","0.571","0.514"
"No Doubt","Just a Girl","1996","6.302","2.842","1.392","3.618","0.521"
"SWV","Weak","1993","6.301","6.316","0.53","0","0.571"
"Plastic Bertrand","Ca Plane Pour Moi","1978","6.301","1.242","1.268","10.25","0"
"Steve Harley & Cockney Rebel","Make Me Smile (Come Up & See Me)","1975","6.3","1.747","5.639","3.304","0"
"KT Tunstall","Black Horse & the Cherry Tree","2006","6.3","3.633","1.436","2.104","0.512"
"Whitney Houston & Enrique Iglesias","Could I Have This Kiss Forever","2000","6.298","0.519","0.643","10.513","0.75"
"Bing Crosby","Dolores","1941","6.296","3.071","3","0","0"
"Orchestral Manoeuvres In The Dark","Maid of Orleans (The Waltz Joan of Arc)","1982","6.294","0.201","1.803","10.522","0"
"The Fleetwoods","Come Softly to Me","1959","6.293","6.42","2.167","0","0"
"The Mindbenders","A Groovy Kind of Love","1966","6.293","6.735","2.75","0.526","0.512"
"Kay Kyser","Ole Buttermilk Sky","1946","6.292","7.518","0","0","0"
"Scooter","The Logical Song","2002","6.288","0","5.807","5.194","0"
"Elvis Presley","A Mess of Blues","1960","6.284","1.252","3.671","2.8","0"
"Bon Jovi","I'll Be There For You","1989","6.28","4.894","0.556","3.337","1.14"
"Elton John","Circle of Life","1994","6.279","2.869","0.591","4.461","1.044"
"The Osmonds","Down By the Lazy River","1972","6.279","5.65","3.556","2.2","0"
"The Black Eyed Peas","Just Can't Get Enough","2011","6.275","3.895","1.379","1.137","0"
"Miami Sound Machine","Conga","1986","6.273","2.941","3.368","2.096","0.517"
"Sammy Kaye","I'm a Big Girl Now","1946","6.27","6.198","0","0","0.511"
"Loreen","Euphoria","2012","6.27","0","1.5","7.5","0"
"Alan O'Day","Undercover Angel","1977","6.27","6.265","3.773","0.7","0"
"Chuck Berry","Sweet Little Sixteen","1958","6.269","6.304","2.063","0","0"
"Green Day","Time of Your Life (Good Riddance)","1998","6.266","4.174","1.739","0","1.029"
"Paul Robeson","Ol' Man River","1928","6.265","5.162","0","0","0.512"
"Debbie Gibson","Foolish Beat","1988","6.265","3.88","0.611","3.153","0.517"
"Nickelback","Far Away","2006","6.264","4.301","1.044","1.614","0.531"
"Dr Hook","Sexy Eyes","1980","6.263","4.978","2.8","3.197","0"
"Mary Hopkin","Goodbye","1969","6.263","2.454","5.834","4.55","0"
"The Darkness","I Believe in a Thing Called Love","2003","6.262","3.073","1.1","2.661","0.6"
"Manfred Mann","Ha Ha Said the Clown","1967","6.262","0","2.906","7.01","0"
"Freddy Martin","Managua, Nicaragua","1947","6.261","5.758","0","0","0.521"
"Beyonce","Listen","2007","6.258","2.316","0.625","2.196","2.015"
"Frankie Trumbauer","Singin' the Blues","1927","6.257","6.232","0","0","0"
"John Cougar Mellencamp","Hurt So Good","1982","6.256","6.86","2.881","0","0"
"Bill Hayes","Ballad of Davy Crockett","1955","6.246","4.867","2.5","0","0"
"Mel Torme","Careless Hands","1949","6.244","4.262","0.75","0","0.519"
"Adam Ant","Goody Two Shoes","1982","6.244","2.868","4.333","3.116","0"
"Richard Sanderson","Reality","1982","6.244","0","0","12.949","0.521"
"Herbie Hancock","Rockit","1983","6.238","4.918","0.725","4.617","0"
"Dean Martin","Return to Me","1958","6.237","2.142","2.207","2.332","0"
"Dave Clark Five","Over & Over","1965","6.237","6.514","3.856","0.591","0"
"Tina Turner","Typical Male","1986","6.234","3.636","0.53","7.621","0"
"The Pointer Sisters","Slow Hand","1981","6.234","6.224","1.811","2.129","0"
"Genesis","Follow You Follow Me","1978","6.233","2.317","2.313","4.848","0.513"
"Britney Spears","I'm a Slave 4 U","2001","6.232","1.583","0.75","5.194","1.375"
"Queen","Heaven For Everyone","1995","6.229","0.513","1.5","7.394","0.833"
"Elvis Presley","Rock a Hula Baby","1962","6.228","0.745","5.089","1.278","0.548"
"James Brown","Living in America","1986","6.227","3.509","1.233","3.805","0.511"
"John Denver","Sunshine On My Shoulders","1974","6.226","6.263","2.333","0.625","0.527"
"Don Azpiazu & his Havana Casino Orchestra","The Peanut Vendor","1930","6.225","5.013","0","0","0.625"
"Guns n' Roses","Patience","1989","6.22","4.392","1.109","3.296","1.086"
"The Carter Family","Wildwood Flower","1928","6.219","6.195","0","0","0"
"Sting","Fields of Gold","1993","6.217","2.789","1.581","4.193","0.538"
"Rod Stewart","Downtown Train","1990","6.217","3.142","2.1","1.129","1.139"
"Phil Collins","Something Happened On the Way to Heaven","1990","6.217","2.898","2.067","2.957","0.545"
"PM Dawn","Looking Through Patient Eyes","1993","6.216","2.922","2.091","0","2.014"
"Joe Cocker","You Are So Beautiful","1975","6.216","6.285","1.17","1.145","0.529"
"Young MC","Bust a Move","1989","6.216","5.199","2.664","0.571","0.53"
"Dale & Grace","I'm Leaving it (All) Up to You","1963","6.213","5.227","2.524","0.667","0"
"Peter Frampton","Baby, I Love Your Way","1976","6.212","5.447","2.188","1.148","0.524"
"Annie Lennox","Why?","1992","6.21","2.261","0.7","8.712","0.667"
"Jeff Buckley","Hallelujah","2007","6.207","5.248","1","2.383","0"
"Willie Nelson","Always On My Mind","1982","6.205","7.474","0.52","0.559","0"
"Nirvana","Come As You Are","1992","6.203","3.959","0.611","5.097","0.514"
"Eric Clapton","Layla (Unplugged)","1992","6.203","1.619","2.022","2.665","2.04"
"La Bouche","Sweet Dreams (Ola ola e)","1994","6.202","2.79","0.523","5.957","0.538"
"The Pet Shop Boys","Suburbia","1986","6.2","2.716","0.625","9.392","0"
"James Brown","I Got You (I Feel Good)","1965","6.199","10.877","2.257","0","0"
"The Cure","Friday, I'm in Love","1992","6.198","3.339","0.667","4.733","1.071"
"Judy Garland","The Trolley Song","1944","6.189","7.18","0","0","0"
"Wang Chung","Everybody Have Fun Tonight","1986","6.184","4.259","4.09","1.086","0"
"MC Miker G & DJ Sven","Holiday Rap","1986","6.183","0","0.667","13.575","0.511"
"Al Jolson","Sonny Boy","1928","6.181","5.064","0","0","0.534"
"Bad English","When I See You Smile","1989","6.18","4.396","2.016","1.283","1.225"
"The Drifters","Under the Boardwalk","1964","6.18","11.673","1.8","0","0"
"Clarence 'Frogman' Henry","I Don't Know Why (But I Do)","1961","6.179","4.164","3.002","1.417","0"
"The Police","Wrapped Around Your Finger","1983","6.179","2.896","3.271","5.414","0"
"Frank Sinatra","My Way","1969","6.179","6.357","4.111","0.528","0.527"
"David Guetta, Flo-Rida & Nicki Minaj","Where Them Girls At","2011","6.175","2.139","1.352","2.719","0"
"Judy Garland & Gene Kelly","For Me & My Gal","1943","6.173","4.273","0.75","0","0.52"
"Janet Jackson","Rhythm Nation","1989","6.171","3.862","0.543","3.411","1.75"
"Alvin Stardust","My Coo-Ca-Choo","1974","6.17","0.2","6.752","4.337","0"
"Martika","Love... Thy Will Be Done","1991","6.169","1.623","3.196","3.454","1.162"
"Elvis Presley","Don't Cry Daddy","1970","6.166","5.005","3.742","3.248","0"
"Eminem","My Name Is","1999","6.166","2.913","1.629","2.826","0.512"
"The Backstreet Boys","Drowning","2001","6.163","1.053","0.75","5.078","1.859"
"Eddie Fisher","Anytime","1952","6.155","3.998","1.5","0","0.513"
"Styx","The Best of Times","1981","6.152","4.176","2.024","2.167","0.516"
"Ne-Yo","Sexy Love","2006","6.151","4.897","0.7","1.068","0.521"
"REM","Drive","1992","6.149","2.261","0.591","9.013","0.6"
"TLC","Diggin' On You","1995","6.148","3.032","1.079","2.743","0.625"
"The Commodores","Brick House","1977","6.147","5.204","2.108","1.1","0.513"
"Julio Iglesias & Willie Nelson","To All the Girls I've Loved Before","1984","6.147","3.686","3.684","3.627","0"
"The Weavers","On Top of Old Smokey","1951","6.144","7.604","0","0","0"
"Johnnie Ray","The Little White Cloud that Cried","1951","6.14","4.642","0.833","0","0.53"
"The Pussycat Dolls","When I Grow Up","2008","6.139","3.684","1.41","3.54","0"
"Tommy Roe","Sweet Pea","1966","6.137","4.977","6.504","0.531","0"
"Akon","Right Now (Na, Na, Na)","2008","6.136","3.829","1.179","1.641","0.524"
"America","Sister Golden Hair","1975","6.134","5.829","1.714","0.833","0.511"
"REM","Man On the Moon","1993","6.133","3.681","1.061","3.111","0.518"
"Jean Knight","Mr Big Stuff","1971","6.127","8.663","0.75","0.7","0.511"
"Helen Shapiro","You Don't Know","1961","6.127","0.2","5.01","3.143","0"
"The Commodores","Nightshift","1985","6.125","2.402","3.725","6.302","0"
"Louis Armstrong","Mack the Knife","1956","6.125","3.894","3.625","0","0"
"The Eurythmics","Would I Lie to You?","1985","6.121","3.486","4.16","3.51","0"
"Fifth Dimension","Up Up & Away","1967","6.12","8.282","6.31","0","0"
"Rudy Vallee & his Connecticut Yankees","Brother, Can You Spare a Dime?","1932","6.119","5.025","0","0","0.517"
"Westlife","Uptown Girl","2001","6.118","0","3.9","6.938","0.55"
"Racey","Some Girls","1979","6.118","0","9.333","5.757","0"
"The Rolling Stones","Undercover of the Night","1983","6.117","3.188","2.091","6.199","0"
"Michael Andrews & Gary Jules","Mad World","2004","6.117","2.202","2.4","4.878","0"
"Shakira","Objection (Tango)","2002","6.116","1.621","1.085","5.666","0.548"
"Sade","No Ordinary Love","1992","6.115","2.095","0.571","4.81","2.029"
"Marcy Playground","Sex & Candy","1998","6.114","3.494","1.056","2.198","0.511"
"George Michael","Monkey","1988","6.113","3.63","2.077","3.907","0"
"Freddy Martin","Piano Concerto in B Flat","1941","6.113","5.7","0","0","0.511"
"Bee Gees","Alone","1997","6.111","0.536","2.225","5.448","1.041"
"The Go Gos","We Got The Beat","1982","6.108","7.13","0.75","0.611","0"
"Louis Armstrong","All of Me","1932","6.107","4.978","0","0","0.553"
"Gorillaz","19-2000","2001","6.106","0.722","2.167","3.817","1.655"
"The Commodores","Lady (You Bring Me Up)","1981","6.103","4.43","2.018","1.717","0.52"
"Kelly Rowland","Stole","2003","6.1","1.581","1.553","4.647","0.527"
"John Denver","I'm Sorry","1975","6.099","6.519","4.325","0","0"
"Gwen Stefani","Cool","2005","6.099","2.384","0.591","5.576","0.513"
"Kim Wilde","Chequered Love","1981","6.096","0.2","3.825","8.123","0"
"Herb Alpert","Rise","1979","6.096","6.564","2.669","0","0.526"
"Cher","Half-breed","1973","6.092","6.557","5.333","0","0"
"The Commodores","Still","1979","6.089","5.103","2.483","1.1","0.515"
"David Bowie","Absolute Beginners","1986","6.089","1.233","3.667","7.998","0"
"Hootie & The Blowfish","Old Man & Me (When I Get To Heaven)","1996","6.083","2.66","2.018","0.528","1.261"
"The Isley Brothers","Twist & Shout","1962","6.082","9.153","0.524","0","0"
"Lieutenant Pigeon","Mouldy Old Dough","1972","6.081","0.2","7.405","3.794","0"
"Destiny's Child","Jumpin' Jumpin'","2000","6.081","3.855","1.277","1.271","0.511"
"Ivo Robic","Morgen","1959","6.081","1.797","2.043","2.719","0"
"War","Cisco Kid","1973","6.079","6.934","2.5","1.145","0"
"Reel 2 Real","I Like to Move It","1994","6.076","1.261","2.229","8.593","0"
"Eve & Alicia Keys","Gangsta Lovin'","2002","6.076","2.626","1.194","3.102","0.556"
"Cher","Dark Lady","1974","6.075","5.216","3.321","2.475","0"
"Robyn","Show Me Love","1997","6.073","3.768","0.625","1.168","1.043"
"Phil Collins","Both Sides of the Story","1993","6.072","1.054","0.643","5.648","2.018"
"Billy Joel","It's Still Rock 'n' Roll to Me","1980","6.07","7.707","3.323","0","0"
"Freddy Fender","Wasted Days & Wasted Nights","1975","6.064","5.861","3","1.341","0"
"Billy Idol","Eyes Without a Face","1984","6.064","3.59","1.256","3.976","0.516"
"Aretha Franklin","Chain of Fools","1967","6.063","9.824","2.029","0.583","0"
"Sheryl Crow","My Favourite Mistake","1998","6.062","2.333","0.611","1.667","2.016"
"Badfinger","No Matter What","1970","6.059","3.675","4.208","1.731","0.533"
"Isham Jones","Swingin' Down the Lane","1923","6.058","4.895","0","0","0.591"
"Ray Anthony","Dragnet","1953","6.057","4.894","0.643","0","0.519"
"U2","Window In The Skies","2007","6.057","0","2.25","6.032","0.833"
"Kylie Minogue & Jason Donovan","Especially For You","1989","6.055","0","4.252","6.931","1.159"
"Elvis Presley","Hard Headed Woman","1958","6.051","4.177","2.5","0.559","0"
"Eileen Barton","If I Knew You Were Comin' I'd Have Baked a Cake","1950","6.051","7.452","0","0","0"
"Jim Diamond","I Should Have Known Better","1985","6.051","0.2","5.861","5.228","0.517"
"Eddy Howard","(It's No) Sin","1951","6.048","7.485","0","0","0"
"George Michael","Kissing a Fool","1988","6.048","1.924","2.056","2.364","1.327"
"Joan Weber","Let Me Go Lover","1955","6.047","5.108","2.063","0","0"
"Nelson","(Can't Live Without Your) Love & Affection","1990","6.045","5.366","0.519","1.234","0.6"
"Culture Club","Time (Clock of the Heart)","1983","6.044","3.855","2.333","4.253","0"
"Wings","Uncle Albert (Admiral Halsey)","1971","6.043","8.276","5.167","0","0"
"Frankie Carle","Oh! What it Seemed to Be","1946","6.042","7.218","0","0","0"
"Creedence Clearwater Revival","Fortunate Son","1969","6.041","9.488","3.002","0.563","0"
"Tony Christie","(Is This the Way To) Amarillo","1971","6.041","0.2","3.299","7.212","0"
"The Young Rascals","Good Lovin'","1966","6.038","10.577","2.834","0","0"
"Freddie & The Dreamers","I'm Telling You Now","1965","6.034","8.372","3.843","0","0"
"Alice Cooper","Poison","1989","6.033","3.166","2.059","4.852","0.532"
"Avril Lavigne","Nobody's Home","2004","6.032","3.126","0.542","2.684","1.026"
"Coolio","Fantastic Voyage","1994","6.03","4.394","0.524","0.532","1.054"
"Billy Vaughn","Wheels (Vier Schimmel, ein Wagen)","1961","6.03","0.536","0","6.228","0"
"Jewel Akens","The Birds & the Bees","1965","6.03","6.051","1.534","2.417","0"
"Simon & Garfunkel","I am a Rock","1966","6.029","6.174","2.727","0.591","0.512"
"Arthur Gibbs & his Gang","Charleston","1924","6.029","4.461","0","0","1"
"Meat Loaf","I'd Lie For You (And That's the Truth)","1995","6.029","1.841","1.5","4.651","0.51"
"Joey Scarbury","Theme From 'Greatest American Hero' (Believe It Or Not)","1981","6.027","6.29","2.111","0","0.516"
"The Kaiser Chiefs","Ruby","2007","6.027","0.529","1.5","6.101","0.536"
"The Teddy Bears","To Know Him is to Love Him","1958","6.025","3.263","3.654","0.511","0"
"Dreamweavers","It's Almost Tomorrow","1956","6.024","2.029","5.006","0","0"
"Frank Mills","Music Box Dancer","1979","6.023","5.178","1.559","4.47","0"
"The Temptations","I Can't Get Next to You","1969","6.021","10.412","1.16","0","0.511"
"Fountains of Wayne","Stacy's Mom","2003","6.021","5.342","0.591","0","0.514"
"Joan Baez","The Night They Drove Old Dixie Down","1971","6.02","7.126","2.922","1.854","0"
"Randy Vanwarmer","Just When I Needed You Most","1979","6.018","4.289","2.379","2.167","0.55"
"Manfred Mann","Pretty Flamingo","1966","6.018","3.388","5.708","1.959","0"
"Brownstone","If You Love Me","1995","6.018","2.953","2.125","0.563","0.556"
"Slim Whitman","Rose Marie","1955","6.017","0.746","3.532","1.5","0"
"Neil Diamond","Sweet Caroline (Good Times Never Seemed So Good)","1969","6.017","8.936","3.602","0.559","0"
"New Kids On The Block","I'll Be Loving You (Forever)","1989","6.016","4.967","0.7","1.751","1.345"
"Janet Jackson","Someone to Call My Lover","2001","6.015","2.451","0.591","1.095","2.01"
"Fergie & Ludacris","Glamorous","2007","6.015","5.571","1.244","1.058","0"
"Mud","Tiger Feet","1974","6.014","0.2","4.279","6.112","0"
"Charlie Rich","Behind Closed Doors","1973","6.013","8.047","1.967","0.54","0"
"U2","Elevation","2001","6.012","0.2","3.833","5.003","0.518"
"The Temptations","Ball of Confusion (That's What the World is Today)","1970","6.012","8.828","1.286","2.028","0"
"The Bay City Rollers","Bye Bye Baby","1975","6.011","0","7.534","3.489","0"
"Albert Hammond","Free Electric Band","1973","6.011","1.253","1.679","6.649","0"
"Miley Cyrus","The Climb","2009","6.01","3.982","1.153","1.751","0.515"
"Frank Sinatra","Theme From 'New York New York'","1980","6.01","6.71","1.751","1.7","0"
"Vangelis","Conquest of Paradise","1995","6.01","0.516","0.517","12.462","0"
"Jimmy Dorsey","The Breeze & I","1940","6.01","5.329","0","0","0.517"
"Ofra Haza","Im Nin'Alu","1988","6.009","0.2","0.567","13.657","0"
"Eddie Hodges","I'm Gonna Knock On Your Door","1961","6.006","2.313","4.761","1.611","0"
"Happenings","See You in September","1966","6.006","7.659","3","0","0.591"
"Mitch Miller","March From The River Kwai","1958","6.005","1.064","0.567","3.869","0"
"Mahalia Jackson","Move On Up a Little Higher","1948","5.999","6.159","0","0","0"
"Smokie","Lay Back in the Arms of Someone","1977","5.999","0","1.111","11.907","0"
"John Travolta & Olivia Newton-John","Grease Megamix","1991","5.996","2.027","4.336","4.319","0"
"Monica","The First Night","1998","5.992","3.993","0.667","1.153","0.625"
"D:Ream","He Loves U Not","2001","5.991","3.456","0.559","1.193","1.026"
"Franz Ferdinand","Do You Want To?","2005","5.99","2.83","0.75","0.6","2.053"
"Lily Allen","Smile","2006","5.989","2.591","1.5","2.796","0.667"
"Soul II Soul","Get a Life","1990","5.986","0.519","1.333","5.685","1.716"
"Patti Austin & James Ingram","Baby, Come to Me","1983","5.982","4.558","0.591","1.858","0.523"
"The Cure","Love Song","1989","5.979","5.303","0.556","3.296","0.559"
"Monica","Angel of Mine","1999","5.979","5.315","0.518","0","0.53"
"Bill Haley & his Comets","See You Later Alligator","1956","5.977","4.903","1.146","0.75","0"
"Three Doors Down","Kryptonite","2000","5.975","6.433","0","1.063","0"
"DJ Jazzy Jeff & The Fresh Prince","Summertime","1991","5.975","4.412","0.625","2.379","1.14"
"Usher","Confessions Part II","2004","5.972","4.395","0.7","1.155","0.518"
"Melanie","Lay Down (Candles in The Rain)","1970","5.971","3.75","3.579","2.083","0.522"
"INXS","New Sensation","1988","5.97","2.707","3.11","1.101","0.519"
"Janet Jackson","What Have You Done For Me Lately","1986","5.969","3.563","2.719","3.979","0"
"The Righteous Brothers","(You're My) Soul & Inspiration","1966","5.968","9.193","2.067","0.53","0"
"Christina Aguilera","Candyman","2007","5.967","1.853","1.184","4.548","0.536"
"TLC","Baby, Baby, Baby","1992","5.965","5.35","0.518","0.611","0.667"
"Marmalade","Reflections of My Life","1970","5.963","4.097","2.753","2.359","0.583"
"Glen Campbell","Wichita Lineman","1968","5.963","9.902","4.143","0","0"
"Rihanna","Shut Up & Drive","2007","5.961","3.559","1.223","4.076","0"
"Lady GaGa","The Edge Of Glory","2011","5.961","3.523","1.192","1.358","0"
"Ke$ha","We R Who We R","2011","5.961","4.734","2.04","0","0"
"Bread","Make it With You","1970","5.958","9.265","1.925","0","0.528"
"Frank Ifield","I Remember You","1962","5.957","1.413","6.809","0.75","0"
"Harry James","You Made Me Love You (I Didn't Want to Do It)","1941","5.956","5.525","0","0.524","0"
"The Sweet","Wig-Wam Bam","1972","5.956","0.2","1.925","8.137","0"
"Barbra Streisand","People","1964","5.954","7.941","0.553","0.533","0.514"
"Edwyn Collins","A Girl Like You","1995","5.952","1.233","1.771","7.942","0"
"Neil Diamond","Long Fellow Serenade","1974","5.952","2.477","3.273","4.784","0"
"Cliff Richard","The Next Time","1963","5.946","0.2","4.204","3.333","0"
"Johnny Cash","I Walk the Line","1956","5.946","8.995","0","0","0"
"Pat Boone","I'll Be Home","1956","5.945","3.771","3.525","0","0"
"Carol Douglas","Doctor's Orders","1975","5.945","4.489","3.667","1.873","0"
"Cathy Dennis","Touch Me (All Night Long)","1991","5.945","3.717","0.7","2.288","1.666"
"Whitney Houston","Step By Step","1997","5.944","1.317","1.077","6.879","0.527"
"The Killers","Somebody Told Me","2004","5.943","3.197","0.833","3.063","0.511"
"Johnny Mathis","Chances Are","1957","5.94","7.154","0.833","0","0"
"Travis","Sing","2001","5.938","1.221","1.335","4.671","1.273"
"Natalie Cole","Pink Cadillac","1988","5.935","2.773","1.202","3.917","0.518"
"REM","What's the Frequency, Kenneth?","1994","5.935","2.28","0.611","6.218","0.567"
"Bill Conti","Gonna Fly Now (Theme From 'Rocky')","1977","5.934","6.829","1.765","0","0.531"
"Enrique Iglesias","Escape","2002","5.933","2.706","1.337","4.891","0"
"2 Unlimited","Tribal Dance","1993","5.933","0","0.75","11.657","1.123"
"The Korgis","Everybody's Got to Learn Sometime","1980","5.931","1.8","1.2","8.351","0"
"Pat Boone","Don't Forbid Me","1957","5.929","3.513","1.503","0.516","0.526"
"Fleetwood Mac","Oh Well (Part 1)","1969","5.928","1.741","3.824","5.873","0"
"Duane Eddy","Because They're Young","1960","5.925","3.569","3.036","1.077","0"
"Jose Feliciano","Light My Fire","1968","5.924","5.058","4.296","0.542","0.667"
"A Flock of Seagulls","I Ran (So Far Away)","1982","5.923","4.376","3.735","0.833","0"
"Harold Melvin & The Bluenotes","If You Don't Know Me By Now","1972","5.922","7.603","1.875","1.167","0"
"The Doobie Brothers","Listen to the Music","1972","5.922","3.499","1.703","2.192","1.028"
"Janet Jackson","Nasty","1986","5.922","4.169","0.553","5.618","0"
"Juice Newton","Queen of Hearts","1981","5.921","6.228","1","2.356","0"
"Ashanti","Rock Wit U (Awww Baby)","2003","5.921","2.587","0.643","1.675","1.513"
"Don Henley","Dirty Laundry","1982","5.92","3.911","4.519","0.583","0"
"Frank Ifield","Lovesick Blues","1962","5.92","0.723","6.125","1.563","0"
"Jennifer Lopez","Play","2001","5.919","2.134","0.833","5.225","0.521"
"Sam Brown","Stop","1988","5.917","0.716","1.303","8.294","0.512"
"N Sync","Pop","2001","5.917","1.754","2.111","2.397","1.088"
"Frankie Laine","A Woman in Love","1956","5.915","1.115","3.518","1.242","0"
"Stevie Wonder","Living For the City","1974","5.912","8.39","1.144","1.136","0"
"Association","Cherish","1966","5.912","9.558","3.55","0","0"
"Bobby Hebb","Sunny","1966","5.91","7.921","2.496","1","0"
"The Ink Spots","If I Didn't Care","1939","5.904","5.893","0","0","0"
"Guess Who","These Eyes","1969","5.903","6.914","2.603","0.7","0.513"
"The Ink Spots","I Don't Want to Set the World On Fire","1941","5.903","3.422","2.333","0","0"
"The Kinks","Waterloo Sunset","1967","5.901","3.494","2.493","3.913","0"
"Bon Jovi","Keep the Faith","1992","5.899","1.044","0.7","9.155","1.205"
"Canned Heat","On the Road Again","1968","5.896","5.009","3.187","3.448","0"
"Bachman-Turner Overdrive","Hey You","1975","5.895","1.817","5.656","2.318","0"
"Richard Marx","Angelia","1989","5.895","1.272","2.022","4.238","2.019"
"Kansas","Dust in the Wind","1978","5.895","5.634","1.864","2.433","0"
"Milli Vanilli","All Or Nothing","1990","5.891","1.778","2.014","3.919","0.75"
"Andy Williams","Butterfly","1957","5.891","2.228","5.553","0","0"
"Michael Damian","Rock On","1989","5.89","4.378","1.5","0.75","1.5"
"Ellie Goulding","Lights","2012","5.89","5.487","0.52","0","0"
"Glenn Miller","Don't Sit Under the Apple Tree (With Anyone Else But Me)","1942","5.89","6.544","0","0","0"
"Men At Work","Who Can it Be Now?","1982","5.888","5.556","1.833","1.272","0"
"Dean Martin","Volare","1958","5.887","0.768","5.039","1.36","0"
"The Killers","Mr Brightside","2004","5.887","6.997","0.6","0","0"
"Paul Simon","Kodachrome","1973","5.885","6.955","2.05","1.216","0"
"Tennessee Ernie Ford","Ballad of Davy Crockett","1955","5.883","2.942","3.833","0","0"
"Justin Timberlake","Lovestoned","2007","5.883","3.957","1.104","3.53","0"
"Seduction","Two To Make It Right","1990","5.879","4.392","0.513","0.643","1.5"
"2Pac & Elton John","Ghetto Gospel","2005","5.878","0.53","5.071","2.651","0"
"Henry Mancini","Days Of Wine & Roses","1963","5.877","6.277","0.559","0","0.516"
"The Eurythmics","Here Comes the Rain Again","1984","5.876","3.591","2.381","5.086","0"
"Soulja Boy","Crank That (soulja Boy)","2007","5.875","5.385","1.543","0.514","0"
"The Drifters","Up On the Roof","1963","5.874","7.379","1.172","0","0"
"Duke Ellington","Cocktails For Two","1934","5.873","4.773","0","0","0.545"
"Paul McCartney","Hope of Deliverance","1993","5.872","0.712","0.556","8.656","1.157"
"Diana Ross","Chain Reaction","1986","5.871","0.715","8.508","1.678","0"
"INXS","Devil Inside","1988","5.871","4.351","1.024","0.563","0.515"
"The Smurfs","The Smurf Song","1978","5.868","0","2.252","9.963","0.01"
"Bee Gees","Love You Inside Out","1979","5.868","5.199","3.386","2.212","0"
"Mattafix","Big City Life","2005","5.866","0","2.067","10.497","0"
"Sarah McLachlan","Adia","1998","5.865","3.877","0.556","1.133","0.7"
"Aerosmith","Dream On","1976","5.865","6.956","1.136","2.083","0"
"The Sweet","Action","1975","5.864","2.325","1.741","7.205","0"
"Michael Bolton","When a Man Loves a Woman","1991","5.862","4.21","0.625","2.514","1.139"
"Daniel Bedingfield","Gotta Get Thru This","2002","5.861","2.951","2.003","0.571","0.514"
"Paula Abdul","Cold Hearted","1989","5.861","5.128","0.522","1.916","1.129"
"Poison","Unskinny Bop","1990","5.859","4.204","0.567","1.825","1.05"
"The Script","For the First Time","2011","5.858","3.892","2.764","0","0"
"Destiny's Child","Emotion","2001","5.858","2.16","0.833","3.625","1.043"
"Ricky Nelson","Garden Party","1972","5.856","5.483","4.141","1.167","0"
"Warren G","I Shot the Sheriff","1997","5.856","1.812","2.5","2.73","0.543"
"Harry Chapin","Cat's in the Cradle","1974","5.855","8.586","1.346","0.7","0"
"Jigsaw","Sky High","1975","5.853","2.772","2.911","2.283","0.577"
"Three Dog Night","Shambala","1973","5.853","5.282","3.577","1.309","0"
"Thin Lizzy","The Boys Are Back in Town","1976","5.847","5.601","3.767","1","0"
"Coldplay","Paradise","2011","5.845","1.6","1.542","2.726","0"
"Creed","With Arms Wide Open","2000","5.844","4.866","1.119","1.229","0"
"Asia","Heat of the Moment","1982","5.842","3.051","3.275","3.307","0"
"Blood Sweat & Tears","And When I Die","1969","5.842","5.818","6.167","0","0.511"
"Billy Preston","Will It Go Round In Circles","1973","5.832","6.063","3.55","0.625","0"
"Jesse McCartney","Beautiful Soul","2005","5.832","2.896","2.606","2.728","0"
"50 Cent","PIMP","2003","5.83","2.648","1.271","4.853","0"
"Metallica","One","1989","5.83","3.264","1.098","5.844","0.511"
"Aretha Franklin","I Say a Little Prayer","1968","5.829","5.406","2.017","1.914","0.524"
"Janet Jackson & Q-Tip & Joni Mitchell","Got 'Til It's Gone","1997","5.829","0.701","1.167","4.006","2.014"
"Madonna","Rain","1993","5.828","2.336","0.643","4.803","1.069"
"Split Enz","I Got You","1980","5.826","1.735","7.098","1.5","0"
"Culture Club","The War Song","1984","5.824","1.067","4.533","7.355","0"
"Gino Vannelli","I Just Wanna Stop","1978","5.823","3.451","2.696","0.6","1.054"
"Slade","Skweeze Me, Pleeze Me","1973","5.822","0.2","4.04","5.253","0"
"The Beach Boys","God Only Knows","1966","5.82","5.733","3.302","1.777","0"
"Whitney Houston & Faith Evans & Kelly Price","Heartbreak Hotel","1999","5.818","3.816","0.54","1.762","0.514"
"Diana Ross","Touch Me in the Morning","1973","5.818","6.829","2.311","1","0"
"DJ Jurgen & Alice DeeJay","Better Off Alone","1999","5.816","2.098","2.502","5.072","0"
"Def Leppard","Pour Some Sugar On Me","1988","5.814","5.477","1.071","0.667","0"
"James Brown","It's a Man's Man's Man's World","1966","5.813","7.974","2.077","1.119","0"
"Tom Jones","Without Love (There Is Nothing)","1970","5.813","4.344","3.822","1.188","0.516"
"2Pac","Dear Mama","1995","5.811","4.277","0.537","0.527","0.512"
"Katrina & The Waves","Walking On Sunshine","1985","5.811","4.595","2.515","2.309","0"
"Jimmie Davis","You Are My Sunshine","1940","5.81","6.261","0","0","0"
"Donna Summer","On The Radio","1980","5.81","6.919","0.531","2.422","0"
"Marshall Hain","Dancing in the City","1978","5.807","0.523","4.203","6.908","0"
